,Date,a,p,v,Alpha Counts
164,2024-06-13,1.0020296729431155,-0.0008615585511943,-0.4680257602922902,2.9380525780918303
165,2024-06-14,0.9960794735054456,0.0004031964645725,-0.4638005294757302,2.938365407545254
166,2024-06-15,0.9965740259431612,0.0003354532560015,-0.4650499888698131,2.93767031975838
167,2024-06-16,0.9970019171341442,0.0002468213430231,-0.466120892493859,2.9370770960620636
168,2024-06-17,0.9973274118702594,0.0001267363324422,-0.4669768304870749,2.9365956408302436
169,2024-06-18,0.9975823193976856,6.060856146886743e-05,-0.4676244655573578,2.9362358935342137
170,2024-06-19,0.9977037239617694,-2.4289539502364912e-05,-0.4680435085973602,2.935982634161953
171,2024-06-20,0.9977841650837438,-0.0001345908751076,-0.468277843097219,2.935846891008271
172,2024-06-21,0.997888192680568,-0.0001939486799472,-0.4684042164066887,2.935802428547019
173,2024-06-22,0.9977150033220612,-0.0002974564467841,-0.4681583152132069,2.9359023600369105
174,2024-06-23,0.99768399408006,-0.0003826794129753,-0.4678903163381298,2.936086078511301
175,2024-06-24,0.9973954595425852,-0.0004915945206801,-0.4672933920114153,2.936391791447099
176,2024-06-25,1.0035512299185092,0.0008279162396544,-0.4721780970180513,2.935712912653684
177,2024-06-26,1.0031480440695526,0.0007188359168328,-0.4711976415987867,2.936243669477322
178,2024-06-27,1.002703268577859,0.0006022932145336,-0.4700490716514212,2.9368795075510974
179,2024-06-28,1.0022149788839094,0.0005435866529935,-0.4687259127522716,2.9376251609023054
180,2024-06-29,1.0015591797893364,0.0004526969529552,-0.467133787027034,2.938491958247326
181,2024-06-30,1.000813992741109,0.0003983773731402,-0.465318279039086,2.939484414774392
182,2024-07-01,1.000139544985699,0.0003085334264197,-0.4634450565042636,2.940555709861634
183,2024-07-02,0.9994023167850375,0.0002206619821549,-0.4613602775590604,2.9417566678932734
184,2024-07-03,0.9984521659996046,0.0001372404428962,-0.4589982931449204,2.943065485056859
185,2024-07-04,0.9974943039001692,6.646976358821359e-05,-0.4564681774448139,2.9444983306047403
186,2024-07-05,0.9964175208990784,-9.774592357772146e-07,-0.4537322521408153,2.946027889545963
187,2024-07-06,0.9953283131622224,-9.01172708909763e-05,-0.4508371185825985,2.947666935899087
188,2024-07-07,0.9941963449189432,-0.0001728819188644,-0.4477836348578137,2.9493995136731517
189,2024-07-08,0.9929507827123188,-0.0002286007816065,-0.4445006201976968,2.951245237860388
190,2024-07-09,0.991546262436624,-0.0002989749241214,-0.440981459192287,2.9531857882786974
191,2024-07-10,0.9901961354207476,-0.0003507525061598,-0.4373430860154583,2.9552347311467857
192,2024-07-11,0.988763972877056,-0.0004076334284019,-0.4335448460996815,2.957362201424135
193,2024-07-12,0.9872099285966892,-0.0004816403615443,-0.4295095079130452,2.959609237634038
194,2024-07-13,0.9857255971009956,-0.0005536199364286,-0.4254011996398445,2.961947307593382
195,2024-07-14,0.996726946745864,-0.0006011026570544,-0.432018418091098,2.962301364607368
196,2024-07-15,0.9950544778675532,-0.0006862129374924,-0.4275172115665038,2.9648402897463866
197,2024-07-16,0.9932200812480322,-0.0007170473132504,-0.4227578678980528,2.9675025892524243
198,2024-07-17,0.9915135601638884,-0.0007655710583257,-0.4179679134549197,2.9702616801132398
199,2024-07-18,0.9896169258228156,-0.0008250430359065,-0.4129128405689634,2.9731525777886243
200,2024-07-19,0.9876853565107648,-0.0008622146748548,-0.4077338936877426,2.976161202224414
201,2024-07-20,0.9857820500747562,-0.0009147515281983,-0.4024429340334196,2.9793563542948567
202,2024-07-21,0.9837812292688572,-0.00095273802427,-0.3969564134042924,2.982810921744979
203,2024-07-22,0.9817007086026108,-0.0010014656457601,-0.3913046471921464,2.986278587141969
204,2024-07-23,0.9796319536211048,-0.0010318179177424,-0.3855336713062834,2.989888278229386
205,2024-07-24,0.977549149145296,-0.0010501312761672,-0.3796433516031648,2.9936624051743235
206,2024-07-25,0.9752815864948504,-0.0010786172885433,-0.3734956176323082,2.9976337323373032
207,2024-07-26,0.9731070114978858,-0.0011108453796622,-0.3673301358000976,3.001731184526787
208,2024-07-27,0.9708176226350465,-0.0011143781127851,-0.3609731853436989,3.005997974019992
209,2024-07-28,0.9749877002009188,0.0003748588284017,-0.3599917799510364,3.0086216377295236
210,2024-07-29,0.9727722163673874,0.0003694067971595,-0.3534673327148665,3.0130977604091496
211,2024-07-30,0.9764666500115264,-0.0011978069815547,-0.3518839154081169,3.0159890974647903
212,2024-07-31,0.9740518544268316,-0.0011927853774534,-0.3449843407806851,3.0207438981407915
213,2024-08-01,0.97164241177151,-0.0011720350940403,-0.3379892035063573,3.025651820487177
214,2024-08-02,0.9692021665096868,-0.0011935831255298,-0.3309005252358794,3.030695908846558
