,1,5,10
0,18.85666226578978,9.750054175816508,0.5582521545924541
1,18.853725224223535,9.75421083595694,0.5597782089848367
2,18.850410750214767,9.758694421674264,0.561480867789644
3,18.84688293097142,9.76300473385053,0.5630766073853729
4,18.84307877814931,9.76882851208808,0.5652832747136787
5,18.838981570867485,9.775032981852192,0.5677116571777431
6,18.834546080037253,9.78149438678488,0.5700193466006479
7,18.829830232346385,9.788879133946986,0.5722787677831801
8,18.82488999422013,9.797061217185828,0.5749253954059164
9,18.819582926062942,9.805953926916862,0.5784491956620488
10,18.80364496373845,9.824216774962995,0.5809072203676588
11,18.797646656502916,9.83508523002784,0.5847696970976295
12,18.79148075209468,9.847510921739566,0.5897933356823174
13,18.785095085560712,9.862294502973905,0.5951882419679753
14,18.77845937586709,9.881579441390631,0.6012206284433091
15,18.77165892031273,9.89928079102232,0.6050361625002756
16,18.764840534039543,9.916658164828275,0.6070474721208712
17,18.7459404394445,9.943034444688962,0.6156241306761056
18,18.738662963358188,9.961596710180679,0.6165022914638124
19,18.73121481146679,9.986857641482004,0.6174850137072678
20,18.711358188783144,10.018888524615518,0.6281482675565837
21,18.70364608097534,10.03459014513597,0.6257309990257073
22,18.695987487757467,10.047967862728125,0.623539039454887
23,18.6885155035768,10.059104778214147,0.6217139318837466
24,18.681200163738986,10.068747544505324,0.619201730665104
25,18.674011683000856,10.076553803516434,0.6170026567469653
26,18.667148141675714,10.08368131891907,0.61460067590697
27,18.660538330131466,10.088851991506969,0.6116522366338721
28,18.654377435692144,10.093387626306702,0.6090242817202656
29,18.6344179467498,10.096296964132915,0.6088408623613214
30,18.628852258795845,10.098019925448677,0.6062534983805402
31,18.623856034192787,10.098805157864787,0.6039334165724889
32,18.6193365550462,10.098951034747579,0.6019478916365485
33,18.6007004789829,10.0953779700846,0.6027572751171013
34,18.59747795615509,10.094150229889827,0.6029330312748648
35,18.5949838167106,10.092714057434318,0.6059068497259483
36,18.59334178561657,10.091325079636132,0.6055356849455584
37,18.592654515686284,10.089087154562089,0.6037072105797778
38,18.577736426820273,10.08075606656756,0.6021446176836767
39,18.578690080683238,10.078384557865084,0.5996209435172369
40,18.580720191210354,10.075943298592149,0.5971365005041859
41,18.58401937958779,10.074395601232386,0.5980211094293475
42,18.588240017154156,10.072220190916571,0.598555310996424
43,18.578625206512957,10.06258530828053,0.5968649768135212
44,18.58522584018756,10.061579565123138,0.5978697826501839
45,18.593163224646275,10.061087264889673,0.6035859300080118
46,18.602159435439532,10.061576568953514,0.610006513280426
47,18.598255108323244,10.052564117656118,0.6085508438886574
